add_info;annotation;brand;"<setup>FMANUFACTURER;Все бренды:;string</setup>";"<setup>FATT_STR_38;Бренд:;string</setup>";"<setup>FNUMBER;Код товара;string</setup>";"<setup>FSTATE;Остатки на складе;int</setup>";"<setup>FATT_STR_33;DIA:;string</setup>";"<setup>FATT_STR_29;Посадочный диаметр:;string</setup>";"<setup>FATT_STR_32;Вылет:;string</setup>";"<setup>FATT_STR_30;Кол-во отверстий:;string</setup>";img;img_full;"<setup>FATT_STR_60;Ссылка:;string</setup>";"<setup>FATT_STR_36;Модель:;string</setup>";"<setup>FNAME;Наименование;string</setup>";"<setup>FATT_STR_31;PCD:;string</setup>";"<setup>FATT_STR_62;Цена закупа;int</setup>";"<setup>FATT_STR_63;Цена продажи;int</setup>";"<setup>FPRICE;Стоимость;double</setup>";"<setup>FATT_STR_61;Продавец:;string</setup>";short_name;"<setup>FANNOTATION;Описания;string</setup>";title_short;"<setup>FATT_STR_34;Тип:;string</setup>";"<setup>FATT_STR_24;Вид товара:;string</setup>";"<setup>FATT_STR_28;Ширина обода:;string</setup>"
;"10.0x20"", 5x150.00, ET0, ЦО 110,5мм.";Wald Jarret;Wald;Wald;40001;4;110.5;20;0;5;https://static.baza.farpost.ru/drom/1528475694247_bulletin;https://static.baza.farpost.ru/drom/1528475694247_default;https://baza.drom.ru/vladivostok/wheel/disc/topovye-diski-wald-jarret-r20-analog-na-lexus-lx570-lc200-tundra-63426827.html;Jarret;10,0*20 5*150,0 110,5 Wald Jarret;150.0;43900;53900;13475;WorldWheels;"10.0x20"", 5x150.0, ЦО110.5";Топовые диски Wald Jarret R20 (аналог) на Lexus LX570 LC200 Tundra;Wald Jarret;Литой;Disk;10.0
(диповые);"8.0x17"", 5x114.30, ET35, ЦО 73,1мм.";ROTA VOLK RACING TE37 SL;VOLK;VOLK;40002;4;73.1;17;35;5;https://static.baza.farpost.ru/drom/1528912452002_bulletin;https://static.baza.farpost.ru/drom/1528912452002_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r17-59816397.html;TE37 SL;8,0*17 5*114,3 ET35 73,1 VOLK TE37 SL (диповые);114.3;24900;29900;7475;WorldWheels;"8.0x17"", 5x114.3, ET35, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R17;Volk Racing TE37 SL (диповые);Литой;Disk;8.0
(насыщенный) (диповые);"8.0x17"", 5x100.00, 5x114.30, ЦО 73,1мм.";JS;JS;JS;40003;4;73.1;17;0;5;https://static.baza.farpost.ru/drom/1530961642219_bulletin;https://static.baza.farpost.ru/drom/1530961642219_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r17-64794648.html;105;8,0*17 5*100,0 73,1 JS 105 (насыщенный) (диповые);100.0;24900;29900;7475;WorldWheels;"8.0x17"", 5x100.0, ЦО73.1";Новые! Диповые JS 105 Hyper R17;JS 105 (насыщенный) (диповые);Литой;Disk;8.0
(насыщенный) (диповые);"8.0x17"", 5x100.00, 5x114.30, ЦО 73,1мм.";JS;JS;JS;40004;4;73.1;17;0;5;https://static.baza.farpost.ru/drom/1530961642219_bulletin;https://static.baza.farpost.ru/drom/1530961642219_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-105-hyper-r17-64794648.html;105;8,0*17 5*114,3 73,1 JS 105 (насыщенный) (диповые);114.3;24900;29900;7475;WorldWheels;"8.0x17"", 5x114.3, ЦО73.1";Новые! Диповые JS 105 Hyper R17;JS 105 (насыщенный) (диповые);Литой;Disk;8.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40005;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;7,0*16 4*100,0 ET35 73,1 VOLK TE37 SL (диповые);100.0;21900;26900;6725;WorldWheels;"7.0x16"", 4x100.0, ET35, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;7.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40006;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;7,0*16 4*114,3 ET35 73,1 VOLK TE37 SL (диповые);114.3;21900;26900;6725;WorldWheels;"7.0x16"", 4x114.3, ET35, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;7.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40007;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;7,0*16 4*100,0 ET28 73,1 VOLK TE37 SL (диповые);100.0;21900;26900;6725;WorldWheels;"7.0x16"", 4x100.0, ET28, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;7.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40008;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;7,0*16 4*114,3 ET28 73,1 VOLK TE37 SL (диповые);114.3;21900;26900;6725;WorldWheels;"7.0x16"", 4x114.3, ET28, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;7.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40009;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;8,0*16 4*100,0 ET35 73,1 VOLK TE37 SL (диповые);100.0;21900;26900;6725;WorldWheels;"8.0x16"", 4x100.0, ET35, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;8.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40010;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;8,0*16 4*114,3 ET35 73,1 VOLK TE37 SL (диповые);114.3;21900;26900;6725;WorldWheels;"8.0x16"", 4x114.3, ET35, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;8.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40011;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;8,0*16 4*100,0 ET28 73,1 VOLK TE37 SL (диповые);100.0;21900;26900;6725;WorldWheels;"8.0x16"", 4x100.0, ET28, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;8.0
(диповые);"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40012;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1528556609259_bulletin;https://static.baza.farpost.ru/drom/1528556609259_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-401-rota-volk-racing-te37-sl-r16-64098883.html;TE37 SL;8,0*16 4*114,3 ET28 73,1 VOLK TE37 SL (диповые);114.3;21900;26900;6725;WorldWheels;"8.0x16"", 4x114.3, ET28, ЦО73.1";Новые! Диповые JS 401 Rota Volk Racing TE37 SL R16;Volk Racing TE37 SL (диповые);Литой;Disk;8.0
(белые) (бронза) (насыщенный) (диповые);"10.5x18"", 5x114.30, ET22, ЦО 73,1мм.";Work Emotion;WORK;WORK;40013;4;73.1;18;22;5;https://static.baza.farpost.ru/drom/1535127385555_bulletin;https://static.baza.farpost.ru/drom/1535127385555_default;https://baza.drom.ru/vladivostok/wheel/disc/novinka-ultra-dipovye-js-107-hyper-bronze-white-64956493.html;JS 107;10,5*18 5*114,3 ET22 73,1 WORK JS 107 (белые) (бронза) (насыщенный) (диповые);114.3;29900;34900;8725;WorldWheels;"10.5x18"", 5x114.3, ET22, ЦО73.1";Новинка! Ультра диповые JS 107 Hyper / Bronze / White;JS 107   (белые) (бронза) (насыщенный) (диповые);Литой;Disk;10.5
(бронза) (насыщенный) (диповые);"8.0x17"", 5x100.00, 5x114.30, ET38, ЦО 73,1мм.";Work Emotion;WORK;WORK;40014;4;73.1;17;38;5;https://static.baza.farpost.ru/drom/1530204012385_bulletin;https://static.baza.farpost.ru/drom/1530204012385_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-bronze-work-t7r-r17-64572104.html;JS 107 T7R;8,0*17 5*100,0 ET38 73,1 WORK JS 107 T7R (бронза) (насыщенный) (диповые);100.0;24900;29900;7475;WorldWheels;"8.0x17"", 5x100.0, ET38, ЦО73.1";Новые! Диповые JS 107 Hyper / Bronze Work T7R R17;JS 107  Work T7R (бронза) (насыщенный) (диповые);Литой;Disk;8.0
(бронза) (насыщенный) (диповые);"8.0x17"", 5x100.00, 5x114.30, ET38, ЦО 73,1мм.";Work Emotion;WORK;WORK;40015;4;73.1;17;38;5;https://static.baza.farpost.ru/drom/1530204012385_bulletin;https://static.baza.farpost.ru/drom/1530204012385_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-bronze-work-t7r-r17-64572104.html;JS 107 T7R;8,0*17 5*114,3 ET38 73,1 WORK JS 107 T7R (бронза) (насыщенный) (диповые);114.3;24900;29900;7475;WorldWheels;"8.0x17"", 5x114.3, ET38, ЦО73.1";Новые! Диповые JS 107 Hyper / Bronze Work T7R R17;JS 107  Work T7R (бронза) (насыщенный) (диповые);Литой;Disk;8.0
(бронза) (насыщенный) (диповые);"8.0x17"", 4x100.00, 4x114.30, ET38, ЦО 73,1мм.";Work Emotion;WORK;WORK;40016;4;73.1;17;38;4;https://static.baza.farpost.ru/drom/1530206285628_bulletin;https://static.baza.farpost.ru/drom/1530206285628_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-bronze-work-t7r-r17-64572349.html;JS 107 T7R;8,0*17 4*100,0 ET38 73,1 WORK JS 107 T7R (бронза) (насыщенный) (диповые);100.0;24900;29900;7475;WorldWheels;"8.0x17"", 4x100.0, ET38, ЦО73.1";Новые! Диповые JS 107 Hyper / Bronze Work T7R R17;JS 107  Work T7R (бронза) (насыщенный) (диповые);Литой;Disk;8.0
(бронза) (насыщенный) (диповые);"8.0x17"", 4x100.00, 4x114.30, ET38, ЦО 73,1мм.";Work Emotion;WORK;WORK;40017;4;73.1;17;38;4;https://static.baza.farpost.ru/drom/1530206285628_bulletin;https://static.baza.farpost.ru/drom/1530206285628_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-107-hyper-bronze-work-t7r-r17-64572349.html;JS 107 T7R;8,0*17 4*114,3 ET38 73,1 WORK JS 107 T7R (бронза) (насыщенный) (диповые);114.3;24900;29900;7475;WorldWheels;"8.0x17"", 4x114.3, ET38, ЦО73.1";Новые! Диповые JS 107 Hyper / Bronze Work T7R R17;JS 107  Work T7R (бронза) (насыщенный) (диповые);Литой;Disk;8.0
(насыщенный) (диповые);"9.5x18"", 5x114.30, ЦО 73,1мм.";Work Emotion;WORK;WORK;40018;4;73.1;18;0;5;https://static.baza.farpost.ru/drom/1528488145575_bulletin;https://static.baza.farpost.ru/drom/1528488145575_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-zlye-dipovye-diski-js-107-hyper-work-t7r-r18-62397614.html;JS 107 T7R;9,5*18 5*114,3 73,1 WORK JS 107 T7R (насыщенный) (диповые);114.3;27900;32900;8225;WorldWheels;"9.5x18"", 5x114.3, ЦО73.1";Новые! Злые диповые диски JS 107 Hyper Work T7R R18;JS 107 Work T7R (насыщенный) (диповые);Литой;Disk;9.5
(диповые);"8.0x17"", 5x100.00, 5x114.30, ET35";Work Emotion CR-KAI;WORK;WORK;40019;4;0.0;17;35;5;https://static.baza.farpost.ru/drom/1526245827038_bulletin;https://static.baza.farpost.ru/drom/1526245827038_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r17-101-2013-63223055.html;JS 101E CR Kiwami;8,0*17 5*100,0 ET35 WORK JS 101E CR Kiwami (диповые);100.0;23900;28900;7225;WorldWheels;"8.0x17"", 5x100.0, ET35,";Новые! Диповые JS 101E Work CR Kiwami R17 (101-2013);JS 101E Work CR Kiwami (диповые);Литой;Disk;8.0
(диповые);"8.0x17"", 5x100.00, 5x114.30, ET35";Work Emotion CR-KAI;WORK;WORK;40020;4;0.0;17;35;5;https://static.baza.farpost.ru/drom/1526245827038_bulletin;https://static.baza.farpost.ru/drom/1526245827038_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r17-101-2013-63223055.html;JS 101E CR Kiwami;8,0*17 5*114,3 ET35 WORK JS 101E CR Kiwami (диповые);114.3;23900;28900;7225;WorldWheels;"8.0x17"", 5x114.3, ET35,";Новые! Диповые JS 101E Work CR Kiwami R17 (101-2013);JS 101E Work CR Kiwami (диповые);Литой;Disk;8.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40021;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;7,0*16 4*100,0 ET35 73,1 VOLK TE37;100.0;21900;26900;6725;WorldWheels;"7.0x16"", 4x100.0, ET35, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;7.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40022;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;7,0*16 4*114,3 ET35 73,1 VOLK TE37;114.3;21900;26900;6725;WorldWheels;"7.0x16"", 4x114.3, ET35, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;7.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40023;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;7,0*16 4*100,0 ET28 73,1 VOLK TE37;100.0;21900;26900;6725;WorldWheels;"7.0x16"", 4x100.0, ET28, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;7.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40024;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;7,0*16 4*114,3 ET28 73,1 VOLK TE37;114.3;21900;26900;6725;WorldWheels;"7.0x16"", 4x114.3, ET28, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;7.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40025;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;8,0*16 4*100,0 ET35 73,1 VOLK TE37;100.0;21900;26900;6725;WorldWheels;"8.0x16"", 4x100.0, ET35, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;8.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40026;4;73.1;16;35;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;8,0*16 4*114,3 ET35 73,1 VOLK TE37;114.3;21900;26900;6725;WorldWheels;"8.0x16"", 4x114.3, ET35, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;8.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40027;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;8,0*16 4*100,0 ET28 73,1 VOLK TE37;100.0;21900;26900;6725;WorldWheels;"8.0x16"", 4x100.0, ET28, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;8.0
;"7.0/8.0x16"", 4x100.00, 4x114.30, ET35/28, ЦО 73,1мм.";RAYS VOLK RACING TE37 SL;VOLK;VOLK;40028;4;73.1;16;28;4;https://static.baza.farpost.ru/drom/1506671262312_bulletin;https://static.baza.farpost.ru/drom/1506671262312_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-401-rota-volk-racing-te37-r16-401-6701-0013-63986843.html;TE37;8,0*16 4*114,3 ET28 73,1 VOLK TE37;114.3;21900;26900;6725;WorldWheels;"8.0x16"", 4x114.3, ET28, ЦО73.1";Новые! Разноширокие JS 401 Rota Volk Racing TE37 R16 (401-6701/0013);Volk Racing TE37;Литой;Disk;8.0
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40029;4;0.0;18;35;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;8,5*18 5*100,0 ET35 WORK JS 101E CR Kiwami;100.0;27900;32900;8225;WorldWheels;"8.5x18"", 5x100.0, ET35,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;8.5
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40030;4;0.0;18;35;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;8,5*18 5*114,3 ET35 WORK JS 101E CR Kiwami;114.3;27900;32900;8225;WorldWheels;"8.5x18"", 5x114.3, ET35,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;8.5
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40031;4;0.0;18;30;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;8,5*18 5*100,0 ET30 WORK JS 101E CR Kiwami;100.0;27900;32900;8225;WorldWheels;"8.5x18"", 5x100.0, ET30,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;8.5
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40032;4;0.0;18;30;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;8,5*18 5*114,3 ET30 WORK JS 101E CR Kiwami;114.3;27900;32900;8225;WorldWheels;"8.5x18"", 5x114.3, ET30,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;8.5
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40033;4;0.0;18;35;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;9,5*18 5*100,0 ET35 WORK JS 101E CR Kiwami;100.0;27900;32900;8225;WorldWheels;"9.5x18"", 5x100.0, ET35,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;9.5
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40034;4;0.0;18;35;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;9,5*18 5*114,3 ET35 WORK JS 101E CR Kiwami;114.3;27900;32900;8225;WorldWheels;"9.5x18"", 5x114.3, ET35,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;9.5
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40035;4;0.0;18;30;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;9,5*18 5*100,0 ET30 WORK JS 101E CR Kiwami;100.0;27900;32900;8225;WorldWheels;"9.5x18"", 5x100.0, ET30,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;9.5
;"8.5/9.5x18"", 5x100.00, 5x114.30, ET35/30";Work Emotion CR-KAI;WORK;WORK;40036;4;0.0;18;30;5;https://static.baza.farpost.ru/drom/1526239442726_bulletin;https://static.baza.farpost.ru/drom/1526239442726_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-raznoshirokie-js-101e-work-cr-kiwami-r18-101-2003-2004-63222974.html;JS 101E CR Kiwami;9,5*18 5*114,3 ET30 WORK JS 101E CR Kiwami;114.3;27900;32900;8225;WorldWheels;"9.5x18"", 5x114.3, ET30,";Новые! Разноширокие JS 101E Work CR Kiwami R18 (101-2003/2004);JS 101E Work CR Kiwami;Литой;Disk;9.5
(диповые);"8.5x18"", 5x100.00, 5x114.30, ET35";Work Emotion CR-KAI;WORK;WORK;40037;4;0.0;18;35;5;https://static.baza.farpost.ru/drom/1526239532821_bulletin;https://static.baza.farpost.ru/drom/1526239532821_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r18-101-2003-63222969.html;JS 101E CR Kiwami;8,5*18 5*100,0 ET35 WORK JS 101E CR Kiwami (диповые);100.0;27900;32900;8225;WorldWheels;"8.5x18"", 5x100.0, ET35,";Новые! Диповые JS 101E Work CR Kiwami R18 (101-2003);JS 101E Work CR Kiwami (диповые);Литой;Disk;8.5
(диповые);"8.5x18"", 5x100.00, 5x114.30, ET35";Work Emotion CR-KAI;WORK;WORK;40038;4;0.0;18;35;5;https://static.baza.farpost.ru/drom/1526239532821_bulletin;https://static.baza.farpost.ru/drom/1526239532821_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r18-101-2003-63222969.html;JS 101E CR Kiwami;8,5*18 5*114,3 ET35 WORK JS 101E CR Kiwami (диповые);114.3;27900;32900;8225;WorldWheels;"8.5x18"", 5x114.3, ET35,";Новые! Диповые JS 101E Work CR Kiwami R18 (101-2003);JS 101E Work CR Kiwami (диповые);Литой;Disk;8.5
(диповые);"9.5x18"", 5x100.00, 5x114.30, ET30";Work Emotion CR-KAI;WORK;WORK;40039;4;0.0;18;30;5;https://static.baza.farpost.ru/drom/1526239618189_bulletin;https://static.baza.farpost.ru/drom/1526239618189_default;https://baza.drom.ru/vladivostok/wheel/disc/novye-dipovye-js-101e-work-cr-kiwami-r18-101-2004-63222962.html;JS 101E CR Kiwami;9,5*18 5*100,0 ET30 WORK JS 101E CR Kiwami (диповые);100.0;27900;32900;8225;WorldWheels;"9.5x18"", 5x100.0, ET30,";Новые! Диповые JS 101E Work CR Kiwami R18 (101-2004);JS 101E Work CR Kiwami (диповые);Литой;Disk;9.5
